Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Romania","NET-RO049A","Satu Mare-RNMCA","RO0182A","SM-1","SPO-RO0182A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","17.563","ug/m3","95.51","1","Background","Urban","22.8762","47.7975","125.0","Satu Mare                                                                       ","RO509C1                                           ","119788","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RO&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RO0182A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Slovenia","NET-SI002A","National Basic Monitoring Network","SI0003A","Ljubljana Bezigrad","SPO-SI0003A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","24.992","ug/m3","94.95","1","Background","Urban","14.5127","46.0655","299.0","Ljubljana                                                                       ","SI001C1                                           ","289518","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=SI&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-SI0003A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Slovakia","NET-SK001A","""Urban and Local Air Quality Monitoring Network""","SK0048A","""Bratislava - Jeseniova""","SPO-SK0048A_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","10.450","ug/m3","94.79","1","Background","Suburban","17.1062","48.1680","287.0","Bratislava                                                                      ","SK001C1                                           ","437726","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=SK&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-SK0048A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Romania","NET-RO057A","Vrancea-RNMCA","RO0206A","VN-1","SPO-RO0206A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","8.641","ug/m3","95.00","1","Background","Suburban","27.2116","45.6967","45.0","Focsani                                                                         ","RO015C1                                           ","92205","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RO&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RO0206A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Serbia","NET-RS002A","Serbian national AQ network","RS0033A","Nis-Osnovna skola Sveti Sava","SPO-RS0033A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","20.225","ug/m3","99.02","1","Background","Urban","21.9190","43.3226","198.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RS&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RS0033A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Serbia","NET-RS002A","Serbian national AQ network","RS0032A","Belgrade-Stari grad","SPO-RS0032A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","27.188","ug/m3","95.72","1","Background","Urban","20.4591","44.8211","103.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RS&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RS0032A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES058A","EMEP/VAG/CAMP","ES0013R","PEÑAUSENDE","SP_49149999_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","1.328","ug/m3","98.22","1","Background","Rural","-5.8974","41.2389","1003.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0013R&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES058A","EMEP/VAG/CAMP","ES0006R","MAHÓN","SP_07032999_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","3.193","ug/m3","96.86","1","Background","Rural","4.3239","39.8761","78.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0006R&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Slovakia","NET-SK001A","""Urban and Local Air Quality Monitoring Network""","SK0050A","""Prievidza - Malonecpalska""","SPO-SK0050A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","15.768","ug/m3","95.31","1","Background","Urban","18.6281","48.7827","276.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=SK&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-SK0050A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES021A","Ayto Zaragoza","ES2089A","ACTUR","SP_50297040_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","23.983","ug/m3","97.71","1","Background","Urban","-0.8869","41.6752","200.0","Zaragoza                                                                        ","ES005C1                                           ","681877","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES2089A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES058A","EMEP/VAG/CAMP","ES0014R","ELS TORMS","SP_25224999_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","2.339","ug/m3","98.55","1","Background","Rural","0.7342","41.3933","488.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0014R&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Romania","NET-RO037A","Giurgiu-RNMCA","RO0208A","GR-2","SPO-RO0208A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","29.298","ug/m3","93.05","1","Background","Urban","25.9566","43.8956","22.0","Giurgiu                                                                         ","RO013C1                                           ","67121","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RO&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RO0208A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Romania","NET-RO044A","Mures-RNMCA","RO0167A","MS-1","SPO-RO0167A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","27.229","ug/m3","91.02","1","Background","Urban","24.5596","46.5410","329.0","Târgu Mures                                                                     ","RO010C1                                           ","147674","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RO&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RO0167A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Serbia","NET-RS002A","Serbian national AQ network","RS0031A","Novi Sad-Liman","SPO-RS0031A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.159","ug/m3","97.01","1","Background","Urban","19.8357","45.2386","81.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RS&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RS0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES058A","EMEP/VAG/CAMP","ES0016R","O SAVIÑAO","SP_27058999_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","2.263","ug/m3","94.89","1","Background","Rural","-7.7046","42.6347","560.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0016R&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES058A","EMEP/VAG/CAMP","ES0007R","VÍZNAR","SP_18189999_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","3.948","ug/m3","94.60","1","Background","Rural","-3.5506","37.2369","1258.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0007R&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Slovenia","NET-SI002A","National Basic Monitoring Network","SI0033A","Murska Sobota-Rakican","SPO-SI0033A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","12.513","ug/m3","93.25","1","Background","Rural","16.1913","46.6521","188.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=SI&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-SI0033A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Slovenia","NET-SI002A","National Basic Monitoring Network","SI0001A","Celje","SPO-SI0001A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","25.224","ug/m3","95.54","1","Background","Urban","15.2625","46.2345","240.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=SI&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-SI0001A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Serbia","NET-RS002A","Serbian national AQ network","RS0037A","Belgrade-Vracar","SPO-RS0037A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","28.430","ug/m3","96.87","1","Background","Urban","20.4753","44.7970","141.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RS&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RS0037A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Slovakia","NET-SK001A","""Urban and Local Air Quality Monitoring Network""","SK0008A","""Ruzomberok - Riadok""","SPO-SK0008A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","18.358","ug/m3","94.26","1","Background","Urban","19.3025","49.0790","475.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=SK&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-SK0008A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES058A","EMEP/VAG/CAMP","ES0001R","SAN PABLO DE LOS MONTES","SP_45153999_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","1.069","ug/m3","96.75","1","Background","Rural","-4.3504","39.5463","923.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0001R&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Slovakia","NET-SK004A","""EMEP and Rural""","SK0004R","""Stara Lesna - AU SAV EMEP/O3""","SPO-SK0004R_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","4.538","ug/m3","96.32","1","Background","Rural","20.2895","49.1514","808.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=SK&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-SK0004R&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES058A","EMEP/VAG/CAMP","ES0011R","BARCARROTA","SP_06016999_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","2.560","ug/m3","98.69","1","Background","Rural","-6.9233","38.4728","377.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0011R&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES058A","EMEP/VAG/CAMP","ES0012R","ZARRA","SP_46263999_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","2.371","ug/m3","98.32","1","Background","Rural","-1.1008","39.0828","855.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0012R&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Slovenia","NET-SI002A","National Basic Monitoring Network","SI0038A","Koper","SPO-SI0038A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","15.174","ug/m3","94.29","1","Background","Urban","13.7135","45.5430","56.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=SI&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-SI0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Slovakia","NET-SK001A","""Urban and Local Air Quality Monitoring Network""","SK0025A","""Jelsava - Jesenskeho""","SPO-SK0025A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","9.304","ug/m3","93.69","1","Background","Urban","20.2404","48.6312","289.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=SK&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-SK0025A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES131A","Ayto Madrid","ES0126A","FAROLILLO","SP_28079018_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","32.520","ug/m3","99.09","1","Background","Urban","-3.7319","40.3947","625.0","Madrid                                                                          ","ES001K1                                           ","5098717","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0126A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Serbia","NET-RS002A","Serbian national AQ network","RS0036A","Belgrade-Novi Beograd","SPO-RS0036A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","24.614","ug/m3","98.48","1","Background","Urban","20.4002","44.8032","74.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RS&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RS0036A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES058A","EMEP/VAG/CAMP","ES0009R","CAMPISÁBALOS","SP_19061999_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","1.816","ug/m3","95.92","1","Background","Rural","-3.1425","41.2742","1368.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0009R&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Serbia","NET-RS002A","Serbian national AQ network","RS0039A","Smederevo-Carina","SPO-RS0039A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","21.018","ug/m3","84.71","1","Background","Suburban","20.9317","44.6523","147.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RS&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RS0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Slovakia","NET-SK003A","""Ozone monitoring network""","SK0042A","""Kojsovska Hola""","SPO-SK0042A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","3.003","ug/m3","95.92","1","Background","Rural","20.9872","48.7829","1244.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=SK&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-SK0042A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Serbia","NET-RS002A","Serbian national AQ network","RS0045A","Cacak-Institut","SPO-RS0045A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","36.829","ug/m3","98.40","1","Background","Suburban","20.3455","43.8932","242.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RS&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RS0045A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Serbia","NET-RS002A","Serbian national AQ network","RS0043A","Kragujevac","SPO-RS0043A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","21.356","ug/m3","98.33","1","Background","Urban","20.9250","44.0116","175.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RS&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RS0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Romania","NET-RO058A","Teleorman-RNMCA","RO0191A","TR-1","SPO-RO0191A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","19.996","ug/m3","94.36","1","Background","Urban","25.3125","43.9804","49.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RO&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-RO0191A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES131A","Ayto Madrid","ES1645A","BARAJAS - PUEBLO","SP_28079027_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","35.600","ug/m3","99.79","1","Background","Urban","-3.5750","40.4747","631.0","Madrid                                                                          ","ES001K1                                           ","5098717","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES1645A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES201A","CCAA Andalucía","ES1644A","CENTRO","SP_41091019_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","12.680","ug/m3","91.59","1","Background","Urban","-5.9915","37.3881","19.0","Sevilla                                                                         ","ES004K1                                           ","884899","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES1644A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES201A","CCAA Andalucía","ES1630A","ALJARAFE","SP_41059001_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","13.077","ug/m3","98.71","1","Background","Suburban","-6.0425","37.3408","50.0","Sevilla                                                                         ","ES004K1                                           ","884899","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES1630A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Slovakia","NET-SK001A","""Urban and Local Air Quality Monitoring Network""","SK0263A","""Banska Bystrica - Zelena""","SPO-SK0263A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","8.865","ug/m3","95.57","1","Background","Urban","19.1153","48.7333","425.0","Banská Bystrica                                                                 ","SK003C1                                           ","78084","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=SK&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-SK0263A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES131A","Ayto Madrid","ES0125A","VILLAVERDE","SP_28079017_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","39.186","ug/m3","99.63","1","Background","Urban","-3.7050","40.3469","593.0","Madrid                                                                          ","ES001K1                                           ","5098717","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0125A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES201A","CCAA Andalucía","ES1516A","RIO SAN PEDRO","SP_11028001_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","11.025","ug/m3","90.94","1","Background","Urban","-6.2252","36.5228","1.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES1516A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES131A","Ayto Madrid","ES0124A","ARTURO SORIA","SP_28079016_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","34.287","ug/m3","99.71","1","Background","Urban","-3.6392","40.4400","698.0","Madrid                                                                          ","ES001K1                                           ","5098717","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES0124A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES131A","Ayto Madrid","ES1947A","TRES OLIVOS","SP_28079060_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","25.099","ug/m3","99.38","1","Background","Urban","-3.6897","40.5006","715.0","Madrid                                                                          ","ES001K1                                           ","5098717","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES1947A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES131A","Ayto Madrid","ES1941A","ENSANCHE DE VALLECAS","SP_28079054_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","36.824","ug/m3","99.84","1","Background","Urban","-3.6119","40.3728","630.0","Madrid                                                                          ","ES001K1                                           ","5098717","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES1941A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Spain","NET_ES131A","Ayto Madrid","ES1193A","CASA DE CAMPO","SP_28079024_8_8","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","20.444","ug/m3","99.14","1","Background","Suburban","-3.7492","40.4200","645.0","Madrid                                                                          ","ES001K1                                           ","5098717","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ES&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_ES1193A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
